attempt,iteration,objective_mode,center_constraint,name,family,code_hash,valid,full_valid,valid_instances,total_instances,mean_gap_percent,selection_score,mean_runtime_s,parent_attempt,selection_strategy,prompt_mode,error,code_path,raw_response_path,prompt_path,family_desc,feedback_by_instance,search_cost_mean,search_gap_ref_mean_pct,partial_valid_cases,partial_total_cases,partial_failed_cases,family_focus_active,focus_family_id,focus_family_name,focus_family_step,focus_family_index,focus_family_total,family_focus_compliant,family_focus_compliance_level,family_focus_mismatch_reason,algo_name,family_sig,search_gap_ref_mean,search_runtime_mean_s
11,11,tsp,permutation_tour,"Voronoi Regions with Efficient Local Path Construction, Improved Bridge Selection, and Enhanced Region Ordering with Loc",nearest_neighbor_2opt,40f07fddf781e5b9,True,True,3,3,60.54638598516724,60.54638598516724,3.724577029546102,10.0,1+1,mutate_parent,,/content/drive/MyDrive/TM/llm-tsp-runs/tsp_family_focus_3families_raw_train_20260525_095803/codes/iter_011_40f07fddf781e5b9.py,/content/drive/MyDrive/TM/llm-tsp-runs/tsp_family_focus_3families_raw_train_20260525_095803/raw_responses/raw_iter_011.txt,/content/drive/MyDrive/TM/llm-tsp-runs/tsp_family_focus_3families_raw_train_20260525_095803/prompts/prompt_iter_011.txt,nearest-neighbor construction with bounded 2-opt-style improvement,"dsj1000: valid 1/1, gap_vs_opt=63.649%, cost=3.05364e+07, runtime=3.745s, NA
pr1002: valid 1/1, gap_vs_opt=50.172%, cost=389014, runtime=4.022s, NA
d1291: valid 1/1, gap_vs_opt=67.818%, cost=85253, runtime=3.407s, NA",10336901.0,60.54638598516724,3,3,0,True,voronoi_regions,Voronoi / region decomposition,11,0,3,False,partial,"Region/Voronoi structure appears, but the code also leans on nearest-neighbor, insertion, or 2-opt-style logic.","Voronoi Regions with Efficient Local Path Construction, Improved Bridge Selection, and Enhanced Region Ordering with Loc",nearest_neighbor_2opt,60.54638598516724,3.724577029546102
12,12,tsp,permutation_tour,"Voronoi Regions with Efficient Local Path Construction, Improved Bridge Selection, and Enhanced Region Ordering with Ada",nearest_neighbor_2opt,a7491538257d6310,True,True,3,3,49.802824842441225,49.802824842441225,2.6246862411499023,10.0,1+1,mutate_parent,,/content/drive/MyDrive/TM/llm-tsp-runs/tsp_family_focus_3families_raw_train_20260525_095803/codes/iter_012_a7491538257d6310.py,/content/drive/MyDrive/TM/llm-tsp-runs/tsp_family_focus_3families_raw_train_20260525_095803/raw_responses/raw_iter_012.txt,/content/drive/MyDrive/TM/llm-tsp-runs/tsp_family_focus_3families_raw_train_20260525_095803/prompts/prompt_iter_012.txt,nearest-neighbor construction with bounded 2-opt-style improvement,"dsj1000: valid 1/1, gap_vs_opt=44.180%, cost=2.69036e+07, runtime=3.185s, NA
pr1002: valid 1/1, gap_vs_opt=51.090%, cost=391390, runtime=2.385s, NA
d1291: valid 1/1, gap_vs_opt=54.139%, cost=78304, runtime=2.304s, NA",9124423.0,49.802824842441225,3,3,0,True,voronoi_regions,Voronoi / region decomposition,12,0,3,False,partial,"Region/Voronoi structure appears, but the code also leans on nearest-neighbor, insertion, or 2-opt-style logic.","Voronoi Regions with Efficient Local Path Construction, Improved Bridge Selection, and Enhanced Region Ordering with Ada",nearest_neighbor_2opt,49.802824842441225,2.6246862411499023
13,13,tsp,permutation_tour,"Voronoi Regions with Efficient Local Path Construction, Improved Bridge Selection, and Enhanced Region Ordering with Ada",nearest_neighbor_2opt,de860ab5d8e3bef4,True,True,3,3,53.63049196118258,53.63049196118258,3.2297627131144204,12.0,1+1,mutate_parent,,/content/drive/MyDrive/TM/llm-tsp-runs/tsp_family_focus_3families_raw_train_20260525_095803/codes/iter_013_de860ab5d8e3bef4.py,/content/drive/MyDrive/TM/llm-tsp-runs/tsp_family_focus_3families_raw_train_20260525_095803/raw_responses/raw_iter_013.txt,/content/drive/MyDrive/TM/llm-tsp-runs/tsp_family_focus_3families_raw_train_20260525_095803/prompts/prompt_iter_013.txt,nearest-neighbor construction with bounded 2-opt-style improvement,"dsj1000: valid 1/1, gap_vs_opt=57.124%, cost=2.93188e+07, runtime=5.502s, NA
pr1002: valid 1/1, gap_vs_opt=49.470%, cost=387194, runtime=1.966s, NA
d1291: valid 1/1, gap_vs_opt=54.298%, cost=78385, runtime=2.222s, NA",9928114.333333334,53.63049196118258,3,3,0,True,voronoi_regions,Voronoi / region decomposition,13,0,3,False,partial,"Region/Voronoi structure appears, but the code also leans on nearest-neighbor, insertion, or 2-opt-style logic.","Voronoi Regions with Efficient Local Path Construction, Improved Bridge Selection, and Enhanced Region Ordering with Ada",nearest_neighbor_2opt,53.63049196118258,3.2297627131144204
14,14,tsp,permutation_tour,"Voronoi Regions with Efficient Local Path Construction, Improved Bridge Selection, and Enhanced Region Ordering with Ada",nearest_neighbor_2opt,e34c0699a30f1d74,True,True,3,3,84.04092541534152,84.04092541534152,2.772562106450399,12.0,1+1,mutate_parent,,/content/drive/MyDrive/TM/llm-tsp-runs/tsp_family_focus_3families_raw_train_20260525_095803/codes/iter_014_e34c0699a30f1d74.py,/content/drive/MyDrive/TM/llm-tsp-runs/tsp_family_focus_3families_raw_train_20260525_095803/raw_responses/raw_iter_014.txt,/content/drive/MyDrive/TM/llm-tsp-runs/tsp_family_focus_3families_raw_train_20260525_095803/prompts/prompt_iter_014.txt,nearest-neighbor construction with bounded 2-opt-style improvement,"dsj1000: valid 1/1, gap_vs_opt=84.762%, cost=3.44761e+07, runtime=3.692s, NA
pr1002: valid 1/1, gap_vs_opt=85.870%, cost=481487, runtime=2.790s, NA
d1291: valid 1/1, gap_vs_opt=81.491%, cost=92199, runtime=1.836s, NA",11683247.333333334,84.04092541534152,3,3,0,True,voronoi_regions,Voronoi / region decomposition,14,0,3,False,partial,"Region/Voronoi structure appears, but the code also leans on nearest-neighbor, insertion, or 2-opt-style logic.","Voronoi Regions with Efficient Local Path Construction, Improved Bridge Selection, and Enhanced Region Ordering with Ada",nearest_neighbor_2opt,84.04092541534152,2.772562106450399
15,15,tsp,permutation_tour,"Improved Voronoi Regions with Efficient Local Path Construction, Enhanced Bridge Selection, and Adaptive Region Ordering",nearest_neighbor_2opt,3066b306d7e2a176,True,True,3,3,55.83659389589996,55.83659389589996,2.899050156275431,12.0,1+1,mutate_parent,,/content/drive/MyDrive/TM/llm-tsp-runs/tsp_family_focus_3families_raw_train_20260525_095803/codes/iter_015_3066b306d7e2a176.py,/content/drive/MyDrive/TM/llm-tsp-runs/tsp_family_focus_3families_raw_train_20260525_095803/raw_responses/raw_iter_015.txt,/content/drive/MyDrive/TM/llm-tsp-runs/tsp_family_focus_3families_raw_train_20260525_095803/prompts/prompt_iter_015.txt,nearest-neighbor construction with bounded 2-opt-style improvement,"dsj1000: valid 1/1, gap_vs_opt=60.888%, cost=3.00213e+07, runtime=1.978s, NA
pr1002: valid 1/1, gap_vs_opt=47.687%, cost=382577, runtime=3.352s, NA
d1291: valid 1/1, gap_vs_opt=58.934%, cost=80740, runtime=3.367s, NA",10161532.333333334,55.83659389589996,3,3,0,True,voronoi_regions,Voronoi / region decomposition,15,0,3,False,partial,"Region/Voronoi structure appears, but the code also leans on nearest-neighbor, insertion, or 2-opt-style logic.","Improved Voronoi Regions with Efficient Local Path Construction, Enhanced Bridge Selection, and Adaptive Region Ordering",nearest_neighbor_2opt,55.83659389589996,2.899050156275431
16,16,tsp,permutation_tour,"Voronoi Regions with Efficient Local Path Construction, Improved Bridge Selection, and Enhanced Region Ordering with Ada",nearest_neighbor_2opt,98df349638953e62,False,False,0,3,,,,12.0,1+1,mutate_parent,tour length 905 != n=1000,/content/drive/MyDrive/TM/llm-tsp-runs/tsp_family_focus_3families_raw_train_20260525_095803/codes/iter_016_98df349638953e62.py,/content/drive/MyDrive/TM/llm-tsp-runs/tsp_family_focus_3families_raw_train_20260525_095803/raw_responses/raw_iter_016.txt,/content/drive/MyDrive/TM/llm-tsp-runs/tsp_family_focus_3families_raw_train_20260525_095803/prompts/prompt_iter_016.txt,nearest-neighbor construction with bounded 2-opt-style improvement,"dsj1000: valid 0/1, errors=tour length 905 != n=1000
Traceback (most recent call last):
  File ""/content/llm-tsp-heuristics/src/llm_tsp/evaluation.py"", line 133, in evaluate_code_on_problem
    validate_tour(tour, problem.n)
  File ""/content/llm-tsp-heuristics/src/llm_tsp/distance.py"", line 50, in validate_tour
pr1002: valid 0/1, errors=tour length 927 != n=1002
Traceback (most recent call last):
  File ""/content/llm-tsp-heuristics/src/llm_tsp/evaluation.py"", line 133, in evaluate_code_on_problem
    validate_tour(tour, problem.n)
  File ""/content/llm-tsp-heuristics/src/llm_tsp/distance.py"", line 50, in validate_tour
d1291: valid 0/1, errors=tour length 1237 != n=1291
Traceback (most recent call last):
  File ""/content/llm-tsp-heuristics/src/llm_tsp/evaluation.py"", line 133, in evaluate_code_on_problem
    validate_tour(tour, problem.n)
  File ""/content/llm-tsp-heuristics/src/llm_tsp/distance.py"", line 50, in validate_tour",,,0,3,3,True,voronoi_regions,Voronoi / region decomposition,16,0,3,False,partial,"Region/Voronoi structure appears, but the code also leans on nearest-neighbor, insertion, or 2-opt-style logic.","Voronoi Regions with Efficient Local Path Construction, Improved Bridge Selection, and Enhanced Region Ordering with Ada",nearest_neighbor_2opt,,
17,17,tsp,permutation_tour,"Voronoi Regions with Efficient Local Path Construction, Improved Bridge Selection, and Enhanced Region Ordering using Re",nearest_neighbor_2opt,43387b80f4e2ee8a,True,True,3,3,55.56067320694041,55.56067320694041,3.0297861893971763,12.0,1+1,mutate_parent,,/content/drive/MyDrive/TM/llm-tsp-runs/tsp_family_focus_3families_raw_train_20260525_095803/codes/iter_017_43387b80f4e2ee8a.py,/content/drive/MyDrive/TM/llm-tsp-runs/tsp_family_focus_3families_raw_train_20260525_095803/raw_responses/raw_iter_017.txt,/content/drive/MyDrive/TM/llm-tsp-runs/tsp_family_focus_3families_raw_train_20260525_095803/prompts/prompt_iter_017.txt,nearest-neighbor construction with bounded 2-opt-style improvement,"dsj1000: valid 1/1, gap_vs_opt=47.538%, cost=2.75302e+07, runtime=2.976s, NA
pr1002: valid 1/1, gap_vs_opt=56.438%, cost=405245, runtime=2.916s, NA
d1291: valid 1/1, gap_vs_opt=62.705%, cost=82656, runtime=3.197s, NA",9339374.333333334,55.56067320694041,3,3,0,True,voronoi_regions,Voronoi / region decomposition,17,0,3,False,partial,"Region/Voronoi structure appears, but the code also leans on nearest-neighbor, insertion, or 2-opt-style logic.","Voronoi Regions with Efficient Local Path Construction, Improved Bridge Selection, and Enhanced Region Ordering using Re",nearest_neighbor_2opt,55.56067320694041,3.0297861893971763
18,18,tsp,permutation_tour,"Voronoi Regions with Efficient Local Path Construction, Improved Bridge Selection, and Enhanced Region Ordering with Ada",nearest_neighbor_2opt,77942707d25ab8d8,True,True,3,3,51.7149061933087,51.7149061933087,3.0520108540852866,12.0,1+1,mutate_parent,,/content/drive/MyDrive/TM/llm-tsp-runs/tsp_family_focus_3families_raw_train_20260525_095803/codes/iter_018_77942707d25ab8d8.py,/content/drive/MyDrive/TM/llm-tsp-runs/tsp_family_focus_3families_raw_train_20260525_095803/raw_responses/raw_iter_018.txt,/content/drive/MyDrive/TM/llm-tsp-runs/tsp_family_focus_3families_raw_train_20260525_095803/prompts/prompt_iter_018.txt,nearest-neighbor construction with bounded 2-opt-style improvement,"dsj1000: valid 1/1, gap_vs_opt=57.712%, cost=2.94286e+07, runtime=2.031s, NA
pr1002: valid 1/1, gap_vs_opt=50.817%, cost=390685, runtime=2.411s, NA
d1291: valid 1/1, gap_vs_opt=46.615%, cost=74482, runtime=4.714s, NA",9964582.333333334,51.7149061933087,3,3,0,True,voronoi_regions,Voronoi / region decomposition,18,0,3,False,partial,"Region/Voronoi structure appears, but the code also leans on nearest-neighbor, insertion, or 2-opt-style logic.","Voronoi Regions with Efficient Local Path Construction, Improved Bridge Selection, and Enhanced Region Ordering with Ada",nearest_neighbor_2opt,51.7149061933087,3.0520108540852866
19,19,tsp,permutation_tour,"Voronoi Regions with Efficient Local Path Construction, Improved Bridge Selection, and Enhanced Region Ordering with Ada",nearest_neighbor_2opt,9511dad181db31e3,True,True,3,3,50.79860651434077,50.79860651434077,2.7191731929779053,12.0,1+1,mutate_parent,,/content/drive/MyDrive/TM/llm-tsp-runs/tsp_family_focus_3families_raw_train_20260525_095803/codes/iter_019_9511dad181db31e3.py,/content/drive/MyDrive/TM/llm-tsp-runs/tsp_family_focus_3families_raw_train_20260525_095803/raw_responses/raw_iter_019.txt,/content/drive/MyDrive/TM/llm-tsp-runs/tsp_family_focus_3families_raw_train_20260525_095803/prompts/prompt_iter_019.txt,nearest-neighbor construction with bounded 2-opt-style improvement,"dsj1000: valid 1/1, gap_vs_opt=47.410%, cost=2.75062e+07, runtime=2.889s, NA
pr1002: valid 1/1, gap_vs_opt=50.851%, cost=390773, runtime=1.990s, NA
d1291: valid 1/1, gap_vs_opt=54.135%, cost=78302, runtime=3.278s, NA",9325086.0,50.79860651434077,3,3,0,True,voronoi_regions,Voronoi / region decomposition,19,0,3,False,partial,"Region/Voronoi structure appears, but the code also leans on nearest-neighbor, insertion, or 2-opt-style logic.","Voronoi Regions with Efficient Local Path Construction, Improved Bridge Selection, and Enhanced Region Ordering with Ada",nearest_neighbor_2opt,50.79860651434077,2.7191731929779053
20,20,tsp,permutation_tour,"Voronoi Regions with Efficient Local Path Construction, Improved Bridge Selection, and Enhanced Region Ordering with Ada",nearest_neighbor_2opt,0db2b2c13ce91e9b,True,True,3,3,44.50911367242555,44.50911367242555,4.84149448076884,12.0,1+1,mutate_parent,,/content/drive/MyDrive/TM/llm-tsp-runs/tsp_family_focus_3families_raw_train_20260525_095803/codes/iter_020_0db2b2c13ce91e9b.py,/content/drive/MyDrive/TM/llm-tsp-runs/tsp_family_focus_3families_raw_train_20260525_095803/raw_responses/raw_iter_020.txt,/content/drive/MyDrive/TM/llm-tsp-runs/tsp_family_focus_3families_raw_train_20260525_095803/prompts/prompt_iter_020.txt,nearest-neighbor construction with bounded 2-opt-style improvement,"dsj1000: valid 1/1, gap_vs_opt=46.977%, cost=2.74255e+07, runtime=4.499s, NA
pr1002: valid 1/1, gap_vs_opt=41.568%, cost=366726, runtime=4.673s, NA
d1291: valid 1/1, gap_vs_opt=44.981%, cost=73652, runtime=5.353s, NA",9288639.666666666,44.50911367242555,3,3,0,True,voronoi_regions,Voronoi / region decomposition,20,0,3,False,partial,"Region/Voronoi structure appears, but the code also leans on nearest-neighbor, insertion, or 2-opt-style logic.","Voronoi Regions with Efficient Local Path Construction, Improved Bridge Selection, and Enhanced Region Ordering with Ada",nearest_neighbor_2opt,44.50911367242555,4.84149448076884
21,21,tsp,permutation_tour,ConvexHullOutsideIn,insertion_constructive,aae8d28893b2b7c2,True,True,3,3,16.207914581028447,16.207914581028447,0.7474135557810465,,1+1,initial,,/content/drive/MyDrive/TM/llm-tsp-runs/tsp_family_focus_3families_raw_train_20260525_095803/codes/iter_021_aae8d28893b2b7c2.py,/content/drive/MyDrive/TM/llm-tsp-runs/tsp_family_focus_3families_raw_train_20260525_095803/raw_responses/raw_iter_021.txt,/content/drive/MyDrive/TM/llm-tsp-runs/tsp_family_focus_3families_raw_train_20260525_095803/prompts/prompt_iter_021.txt,insertion constructive tour builder,"dsj1000: valid 1/1, gap_vs_opt=10.752%, cost=2.0666e+07, runtime=0.612s, NA
pr1002: valid 1/1, gap_vs_opt=21.228%, cost=314036, runtime=0.630s, NA
d1291: valid 1/1, gap_vs_opt=16.643%, cost=59256, runtime=0.999s, NA",7013090.666666667,16.207914581028447,3,3,0,True,convex_hull_outside_in,Convex hull / outside-in insertion,1,1,3,True,compliant,Convex-hull/outside-in insertion structure appears central; insertion_constructive is expected for this family.,ConvexHullOutsideIn,insertion_constructive,16.207914581028447,0.7474135557810465
22,22,tsp,permutation_tour,ConvexHullOutsideInImproved,insertion_2opt,4a7ede7533438da2,False,False,0,3,,,,21.0,1+1,mutate_parent,candidate timed out after 60.0s,/content/drive/MyDrive/TM/llm-tsp-runs/tsp_family_focus_3families_raw_train_20260525_095803/codes/iter_022_4a7ede7533438da2.py,/content/drive/MyDrive/TM/llm-tsp-runs/tsp_family_focus_3families_raw_train_20260525_095803/raw_responses/raw_iter_022.txt,/content/drive/MyDrive/TM/llm-tsp-runs/tsp_family_focus_3families_raw_train_20260525_095803/prompts/prompt_iter_022.txt,insertion construction with bounded 2-opt-style improvement,"dsj1000: valid 0/1, errors=candidate timed out after 60.0s
Traceback (most recent call last):
  File ""/content/llm-tsp-heuristics/src/llm_tsp/evaluation.py"", line 132, in evaluate_code_on_problem
    tour = fn(problem, rng=rng)
           ^^^^^^^^^^^^^^^^^^^^
pr1002: valid 0/1, errors=candidate timed out after 60.0s
Traceback (most recent call last):
  File ""/content/llm-tsp-heuristics/src/llm_tsp/evaluation.py"", line 132, in evaluate_code_on_problem
    tour = fn(problem, rng=rng)
           ^^^^^^^^^^^^^^^^^^^^
d1291: valid 0/1, errors=candidate timed out after 60.0s
Traceback (most recent call last):
  File ""/content/llm-tsp-heuristics/src/llm_tsp/evaluation.py"", line 132, in evaluate_code_on_problem
    tour = fn(problem, rng=rng)
           ^^^^^^^^^^^^^^^^^^^^",,,0,3,3,True,convex_hull_outside_in,Convex hull / outside-in insertion,2,1,3,True,compliant,Convex-hull/outside-in insertion structure appears central; insertion_constructive is expected for this family.,ConvexHullOutsideInImproved,insertion_2opt,,
23,23,tsp,permutation_tour,ConvexHullOutsideInImprovedV2,insertion_constructive,7a3f356608973160,True,True,3,3,16.126645969247072,16.126645969247072,1.2322916984558105,21.0,1+1,mutate_parent,,/content/drive/MyDrive/TM/llm-tsp-runs/tsp_family_focus_3families_raw_train_20260525_095803/codes/iter_023_7a3f356608973160.py,/content/drive/MyDrive/TM/llm-tsp-runs/tsp_family_focus_3families_raw_train_20260525_095803/raw_responses/raw_iter_023.txt,/content/drive/MyDrive/TM/llm-tsp-runs/tsp_family_focus_3families_raw_train_20260525_095803/prompts/prompt_iter_023.txt,insertion constructive tour builder,"dsj1000: valid 1/1, gap_vs_opt=10.648%, cost=2.06466e+07, runtime=1.171s, NA
pr1002: valid 1/1, gap_vs_opt=21.124%, cost=313765, runtime=0.668s, NA
d1291: valid 1/1, gap_vs_opt=16.608%, cost=59238, runtime=1.858s, NA",7006540.666666667,16.126645969247072,3,3,0,True,convex_hull_outside_in,Convex hull / outside-in insertion,3,1,3,True,compliant,Convex-hull/outside-in insertion structure appears central; insertion_constructive is expected for this family.,ConvexHullOutsideInImprovedV2,insertion_constructive,16.126645969247072,1.2322916984558105
24,24,tsp,permutation_tour,ConvexHullOutsideInImprovedV3,insertion_constructive,f4ce1f7c257e0098,False,False,0,3,,,,23.0,1+1,mutate_parent,candidate timed out after 60.0s,/content/drive/MyDrive/TM/llm-tsp-runs/tsp_family_focus_3families_raw_train_20260525_095803/codes/iter_024_f4ce1f7c257e0098.py,/content/drive/MyDrive/TM/llm-tsp-runs/tsp_family_focus_3families_raw_train_20260525_095803/raw_responses/raw_iter_024.txt,/content/drive/MyDrive/TM/llm-tsp-runs/tsp_family_focus_3families_raw_train_20260525_095803/prompts/prompt_iter_024.txt,insertion constructive tour builder,"dsj1000: valid 0/1, errors=candidate timed out after 60.0s
Traceback (most recent call last):
  File ""/content/llm-tsp-heuristics/src/llm_tsp/evaluation.py"", line 132, in evaluate_code_on_problem
    tour = fn(problem, rng=rng)
           ^^^^^^^^^^^^^^^^^^^^
pr1002: valid 0/1, errors=candidate timed out after 60.0s
Traceback (most recent call last):
  File ""/content/llm-tsp-heuristics/src/llm_tsp/evaluation.py"", line 132, in evaluate_code_on_problem
    tour = fn(problem, rng=rng)
           ^^^^^^^^^^^^^^^^^^^^
d1291: valid 0/1, errors=candidate timed out after 60.0s
Traceback (most recent call last):
  File ""/content/llm-tsp-heuristics/src/llm_tsp/evaluation.py"", line 132, in evaluate_code_on_problem
    tour = fn(problem, rng=rng)
           ^^^^^^^^^^^^^^^^^^^^",,,0,3,3,True,convex_hull_outside_in,Convex hull / outside-in insertion,4,1,3,True,compliant,Convex-hull/outside-in insertion structure appears central; insertion_constructive is expected for this family.,ConvexHullOutsideInImprovedV3,insertion_constructive,,
25,25,tsp,permutation_tour,ConvexHullOutsideInImprovedV4,insertion_constructive,6a767b4ed31c8736,True,True,3,3,16.09361687124996,16.09361687124996,1.2277856667836506,23.0,1+1,mutate_parent,,/content/drive/MyDrive/TM/llm-tsp-runs/tsp_family_focus_3families_raw_train_20260525_095803/codes/iter_025_6a767b4ed31c8736.py,/content/drive/MyDrive/TM/llm-tsp-runs/tsp_family_focus_3families_raw_train_20260525_095803/raw_responses/raw_iter_025.txt,/content/drive/MyDrive/TM/llm-tsp-runs/tsp_family_focus_3families_raw_train_20260525_095803/prompts/prompt_iter_025.txt,insertion constructive tour builder,"dsj1000: valid 1/1, gap_vs_opt=10.635%, cost=2.06441e+07, runtime=0.748s, NA
pr1002: valid 1/1, gap_vs_opt=21.109%, cost=313727, runtime=0.674s, NA
d1291: valid 1/1, gap_vs_opt=16.537%, cost=59202, runtime=2.261s, NA",7005673.0,16.09361687124996,3,3,0,True,convex_hull_outside_in,Convex hull / outside-in insertion,5,1,3,True,compliant,Convex-hull/outside-in insertion structure appears central; insertion_constructive is expected for this family.,ConvexHullOutsideInImprovedV4,insertion_constructive,16.09361687124996,1.2277856667836506
26,26,tsp,permutation_tour,ConvexHullOutsideInImprovedV5,insertion_2opt,3c93f6b60b542131,True,True,3,3,15.93772077991436,15.93772077991436,1.992835283279419,25.0,1+1,mutate_parent,,/content/drive/MyDrive/TM/llm-tsp-runs/tsp_family_focus_3families_raw_train_20260525_095803/codes/iter_026_3c93f6b60b542131.py,/content/drive/MyDrive/TM/llm-tsp-runs/tsp_family_focus_3families_raw_train_20260525_095803/raw_responses/raw_iter_026.txt,/content/drive/MyDrive/TM/llm-tsp-runs/tsp_family_focus_3families_raw_train_20260525_095803/prompts/prompt_iter_026.txt,insertion construction with bounded 2-opt-style improvement,"dsj1000: valid 1/1, gap_vs_opt=10.677%, cost=2.0652e+07, runtime=1.653s, NA
pr1002: valid 1/1, gap_vs_opt=21.012%, cost=313476, runtime=1.077s, NA
d1291: valid 1/1, gap_vs_opt=16.124%, cost=58992, runtime=3.249s, NA",7008168.0,15.93772077991436,3,3,0,True,convex_hull_outside_in,Convex hull / outside-in insertion,6,1,3,True,compliant,Convex-hull/outside-in insertion structure appears central; insertion_constructive is expected for this family.,ConvexHullOutsideInImprovedV5,insertion_2opt,15.93772077991436,1.992835283279419
27,27,tsp,permutation_tour,ImprovedConvexHullOutsideIn,insertion_2opt,d0d446b72e351609,True,True,3,3,15.57815670952933,15.57815670952933,2.741976579030355,26.0,1+1,mutate_parent,,/content/drive/MyDrive/TM/llm-tsp-runs/tsp_family_focus_3families_raw_train_20260525_095803/codes/iter_027_d0d446b72e351609.py,/content/drive/MyDrive/TM/llm-tsp-runs/tsp_family_focus_3families_raw_train_20260525_095803/raw_responses/raw_iter_027.txt,/content/drive/MyDrive/TM/llm-tsp-runs/tsp_family_focus_3families_raw_train_20260525_095803/prompts/prompt_iter_027.txt,insertion construction with bounded 2-opt-style improvement,"dsj1000: valid 1/1, gap_vs_opt=10.607%, cost=2.06389e+07, runtime=1.514s, NA
pr1002: valid 1/1, gap_vs_opt=20.766%, cost=312837, runtime=0.948s, NA
d1291: valid 1/1, gap_vs_opt=15.362%, cost=58605, runtime=5.764s, NA",7003458.333333333,15.57815670952933,3,3,0,True,convex_hull_outside_in,Convex hull / outside-in insertion,7,1,3,True,compliant,Convex-hull/outside-in insertion structure appears central; insertion_constructive is expected for this family.,ImprovedConvexHullOutsideIn,insertion_2opt,15.57815670952933,2.741976579030355
28,28,tsp,permutation_tour,ImprovedConvexHullOutsideInV2,insertion_2opt,78122e88e1ed5031,True,True,3,3,15.57815670952933,15.57815670952933,3.740241448084513,27.0,1+1,mutate_parent,,/content/drive/MyDrive/TM/llm-tsp-runs/tsp_family_focus_3families_raw_train_20260525_095803/codes/iter_028_78122e88e1ed5031.py,/content/drive/MyDrive/TM/llm-tsp-runs/tsp_family_focus_3families_raw_train_20260525_095803/raw_responses/raw_iter_028.txt,/content/drive/MyDrive/TM/llm-tsp-runs/tsp_family_focus_3families_raw_train_20260525_095803/prompts/prompt_iter_028.txt,insertion construction with bounded 2-opt-style improvement,"dsj1000: valid 1/1, gap_vs_opt=10.607%, cost=2.06389e+07, runtime=2.730s, NA
pr1002: valid 1/1, gap_vs_opt=20.766%, cost=312837, runtime=1.628s, NA
d1291: valid 1/1, gap_vs_opt=15.362%, cost=58605, runtime=6.863s, NA",7003458.333333333,15.57815670952933,3,3,0,True,convex_hull_outside_in,Convex hull / outside-in insertion,8,1,3,True,compliant,Convex-hull/outside-in insertion structure appears central; insertion_constructive is expected for this family.,ImprovedConvexHullOutsideInV2,insertion_2opt,15.57815670952933,3.740241448084513
29,29,tsp,permutation_tour,ImprovedConvexHullOutsideInV3,insertion_2opt,41ec63767f83ff83,True,True,3,3,15.25641353422401,15.25641353422401,6.736945867538452,27.0,1+1,mutate_parent,,/content/drive/MyDrive/TM/llm-tsp-runs/tsp_family_focus_3families_raw_train_20260525_095803/codes/iter_029_41ec63767f83ff83.py,/content/drive/MyDrive/TM/llm-tsp-runs/tsp_family_focus_3families_raw_train_20260525_095803/raw_responses/raw_iter_029.txt,/content/drive/MyDrive/TM/llm-tsp-runs/tsp_family_focus_3families_raw_train_20260525_095803/prompts/prompt_iter_029.txt,insertion construction with bounded 2-opt-style improvement,"dsj1000: valid 1/1, gap_vs_opt=10.355%, cost=2.05918e+07, runtime=4.520s, NA
pr1002: valid 1/1, gap_vs_opt=20.295%, cost=311618, runtime=2.176s, NA
d1291: valid 1/1, gap_vs_opt=15.120%, cost=58482, runtime=13.515s, NA",6987303.666666667,15.25641353422401,3,3,0,True,convex_hull_outside_in,Convex hull / outside-in insertion,9,1,3,True,compliant,Convex-hull/outside-in insertion structure appears central; insertion_constructive is expected for this family.,ImprovedConvexHullOutsideInV3,insertion_2opt,15.25641353422401,6.736945867538452
30,30,tsp,permutation_tour,ConvexHullOutsideInV4,insertion_2opt,4fcfeb2bf03bdefc,True,True,3,3,14.68664465266913,14.68664465266913,11.649945974349976,29.0,1+1,mutate_parent,,/content/drive/MyDrive/TM/llm-tsp-runs/tsp_family_focus_3families_raw_train_20260525_095803/codes/iter_030_4fcfeb2bf03bdefc.py,/content/drive/MyDrive/TM/llm-tsp-runs/tsp_family_focus_3families_raw_train_20260525_095803/raw_responses/raw_iter_030.txt,/content/drive/MyDrive/TM/llm-tsp-runs/tsp_family_focus_3families_raw_train_20260525_095803/prompts/prompt_iter_030.txt,insertion construction with bounded 2-opt-style improvement,"dsj1000: valid 1/1, gap_vs_opt=9.782%, cost=2.0485e+07, runtime=10.180s, NA
pr1002: valid 1/1, gap_vs_opt=19.794%, cost=310320, runtime=4.092s, NA
d1291: valid 1/1, gap_vs_opt=14.484%, cost=58159, runtime=20.678s, NA",6951159.333333333,14.68664465266913,3,3,0,True,convex_hull_outside_in,Convex hull / outside-in insertion,10,1,3,True,compliant,Convex-hull/outside-in insertion structure appears central; insertion_constructive is expected for this family.,ConvexHullOutsideInV4,insertion_2opt,14.68664465266913,11.649945974349976
